	imagem_fixa	imagem_em_movimento	nome_da_metrica	vetor_de_deslocamento	valor_final_da_metrica	tempo_total_registro	numero_de_interacoes	deslocamento_inicial_x	deslocamento_inicial_y
0	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[-25.15125327 -23.91177117]	-0.5393203079545865	2.5682120323181152	19	-10	-10
1	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[-13.89039974 -48.96827181]	-0.3481259843702999	1.027965068817139	32	-10	-10
2	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[-11.98612181 -26.02654912]	-0.5729155656934388	1.0024356842041016	24	-10	-10
3	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[11.32857699 -6.02806527]	-0.8163100335110587	30.01245665550232	32	-10	-10
4	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[-32.28586529 -23.51682214]	-0.5447700124940217	2.3553099632263184	19	-10	-10
5	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[-16.97444951 -49.47168805]	-0.348406316974226	1.228301763534546	34	-10	-10
6	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[-25.4402863  -20.18929419]	-0.5687819864094423	1.0586602687835691	19	-10	-10
7	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[14.46504667 -7.71199996]	-0.8209953372637748	32.66076183319092	33	-10	-10
8	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[-24.36647226 -26.87595178]	-0.5400187363456628	3.06411075592041	22	-10	-10
9	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[-14.33936471 -48.09964429]	-0.3492766110367524	1.07096529006958	19	-10	-10
10	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[-30.76534115 -26.69701138]	-0.5788817354771063	1.0150988101959229	19	-10	-10
11	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[  7.70834829 -19.83736187]	-0.8142600868346448	22.214398622512817	19	-10	-10
12	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[-24.84863451 -26.68220267]	-0.5467514360564344	2.7944111824035645	24	-10	-10
13	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[-48.01530238 -45.89201841]	-0.3366842779585131	1.239128828048706	23	-10	-10
14	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[-29.10918424 -26.7432395 ]	-0.588232537963542	1.307053804397583	20	-10	-10
15	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[-5.95011928 -2.09418295]	-0.8137410202590488	24.626697778701782	22	-10	-10
16	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[-15.16379456 -23.45664657]	-0.5276952823723637	2.9535183906555176	19	-10	-10
