	imagem_fixa	imagem_em_movimento	nome_da_metrica	vetor_de_deslocamento	valor_final_da_metrica	tempo_total_registro	numero_de_interacoes	deslocamento_inicial_x	deslocamento_inicial_y
0	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	JointHistogramMutualInformation	[35.24256818 27.03831113]	-0.6068802437081555	2.8790769577026367	26	10	10
1	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	MattesMutualInformation	[30.73981282 29.82744058]	-0.445971497973204	0.7600569725036621	21	10	10
2	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	Correlation	[37.28780453 24.48405508]	-0.6784426650939269	1.4350879192352295	19	10	10
3	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[34.46167238 -7.17469929]	-0.7808297173303498	22.913625955581665	19	10	10
4	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	JointHistogramMutualInformation	[33.50948874 30.11367788]	-0.610088795302748	2.304219961166382	19	10	10
5	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	MattesMutualInformation	[31.8581771  30.02472619]	-0.4435028179242183	1.483241319656372	23	10	10
6	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	Correlation	[28.51179069 26.384428  ]	-0.6834176489315547	1.233076095581055	19	10	10
7	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[33.96896294 -2.990681  ]	-0.7754236215728778	21.668578386306763	20	10	10
8	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	JointHistogramMutualInformation	[37.01943367 28.37839983]	-0.6105169436017085	3.433771848678589	25	10	10
9	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	MattesMutualInformation	[34.57748352 31.62602535]	-0.4554408968498514	1.825181245803833	47	10	10
10	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	Correlation	[32.66980886 25.5637985 ]	-0.693267536298782	1.4367125034332275	26	10	10
11	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ 44.93676442 -10.41299421]	-0.7694162934553009	32.20469355583191	29	10	10
12	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	JointHistogramMutualInformation	[36.12955807 28.63200288]	-0.6118124441391103	3.09494423866272	25	10	10
13	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	MattesMutualInformation	[40.67694706 33.51775618]	-0.4501791967113546	1.373450517654419	31	10	10
14	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	Correlation	[34.89434474 24.7326109 ]	-0.6834364395567313	1.8890283107757568	44	10	10
15	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[43.40581256 -8.58298726]	-0.7767805723568371	22.37426972389221	19	10	10
16	Par3_dcm/DRR.270.png	Par3_dcm/CR.270.png	JointHistogramMutualInformation	[38.09935383 28.27991521]	-0.6095596152119966	2.676201343536377	20	10	10
