	imagem_fixa	imagem_em_movimento	nome_da_metrica	vetor_de_deslocamento	valor_final_da_metrica	tempo_total_registro	numero_de_interacoes	deslocamento_inicial_x	deslocamento_inicial_y
0	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	JointHistogramMutualInformation	[-27.21812444  28.29027823]	-0.7271662635404548	2.8384130001068115	31	10	10
1	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	MattesMutualInformation	[-31.68470696  27.9900989 ]	-0.4631250000611409	1.1322121620178225	43	10	10
2	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	Correlation	[-25.11475984  24.80456545]	-0.6765745115830688	1.2139816284179688	29	10	10
3	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[-23.9523297   -0.34766486]	-0.7254332320712239	18.55493140220642	19	10	10
4	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	JointHistogramMutualInformation	[-26.7652407   30.98674709]	-0.727578589205431	2.673978328704834	22	10	10
5	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	MattesMutualInformation	[-33.80217075  26.12927807]	-0.4561138761966558	1.086855173110962	20	10	10
6	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	Correlation	[-20.05648757  31.72617304]	-0.6582946677995474	1.138092041015625	20	10	10
7	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[15.29185009 39.18751254]	-0.7207436235743276	17.107495069503784	19	10	10
8	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	JointHistogramMutualInformation	[-27.539062    27.83218972]	-0.7298716642774019	2.0441129207611084	19	10	10
9	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	MattesMutualInformation	[-31.30391606  27.07802462]	-0.4675811056237241	0.6932353973388672	21	10	10
10	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	Correlation	[-29.70506148  28.81382241]	-0.6651338307710595	1.096167802810669	28	10	10
11	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[9.92331672 2.78174189]	-0.7330949879531241	26.09243416786194	27	10	10
12	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	JointHistogramMutualInformation	[-27.0780584   28.01868386]	-0.7259172549059121	2.410685777664185	25	10	10
13	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	MattesMutualInformation	[-30.24893829  13.7955142 ]	-0.4511197559714872	0.6922385692596436	19	10	10
14	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	Correlation	[-23.24372588  24.95449375]	-0.6772066341657181	1.207101583480835	19	10	10
15	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[10.24116542 -4.05999311]	-0.7337189852266738	22.22643160820008	20	10	10
16	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	JointHistogramMutualInformation	[36.22700539  5.05623257]	-0.4302627611117711	2.578488826751709	19	10	10
17	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	MattesMutualInformation	[-23.76534455  18.73275162]	-0.4627439135438652	0.7666056156158447	21	10	10
18	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	Correlation	[-22.64416681  23.09112033]	-0.6828923853315296	1.104231595993042	20	10	10
19	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[8.30194177 3.6548386 ]	-0.7358821268091996	18.24284863471985	19	10	10
20	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	JointHistogramMutualInformation	[-29.99843485  30.93328579]	-0.7147736200671576	2.341473340988159	20	10	10
21	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	MattesMutualInformation	[-28.71426894  28.86266167]	-0.4766048021408731	1.286701202392578	50	10	10
22	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	Correlation	[-27.41774494  21.57817142]	-0.6712279491415567	1.0073504447937012	19	10	10
23	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[7.7510495 1.1429382]	-0.7359061938126691	19.0195996761322	19	10	10
24	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	JointHistogramMutualInformation	[-30.72216422  29.18542177]	-0.7191826685211049	1.9678072929382324	20	10	10
25	Par3_dcm/DRR.0.png	Par3_dcm/CR.0.png	MattesMutualInformation	[-30.10461608  27.74593766]	-0.4699348259929432	1.2733492851257324	27	10	10
