	imagem_fixa	imagem_em_movimento	nome_da_metrica	vetor_de_deslocamento	valor_final_da_metrica	tempo_total_registro	numero_de_interacoes	deslocamento_inicial_x	deslocamento_inicial_y
0	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 1.24418038e-02 -2.85081570e+01 -2.55728527e+01]	-0.5409389691673526	1.6008687019348145	19	0	0
1	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 2.92150268e-02 -3.52165502e+01 -6.69863647e+01]	-0.3382906023563904	0.5632450580596924	23	0	0
2	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[  0.03766717 -31.47094345 -35.76198945]	-0.5603865533869637	0.6669628620147705	19	0	0
3	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ -0.04728999  11.20184442 -17.86009564]	-0.8114804259558691	13.55188274383545	20	0	0
4	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 9.78549015e-03 -2.65786564e+01 -2.90676427e+01]	-0.5431535995765341	1.5676476955413818	35	0	0
5	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 3.72135793e-02 -1.15382158e+01 -5.45624012e+01]	-0.3443366586026335	0.5823826789855957	31	0	0
6	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[ 3.18489852e-02 -3.71506164e+01 -2.71802104e+01]	-0.5666442239370464	0.6506068706512451	19	0	0
7	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ 0.02221389  9.30949734 -1.42895004]	-0.8248146740073042	18.44367456436157	35	0	0
8	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 9.89638300e-03 -2.52104987e+01 -2.51556034e+01]	-0.5360359855662701	1.6962432861328125	19	0	0
9	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 2.12131932e-02 -2.76693058e+01 -4.29221733e+01]	-0.358310449171468	0.4761252403259277	21	0	0
10	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[ 2.49458535e-02 -4.05026972e+01 -3.04980429e+01]	-0.5494993249912401	0.5465586185455322	22	0	0
11	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ 0.01250626  6.61597059 -6.35064401]	-0.8217010325222273	16.553338050842285	25	0	0
12	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 9.32541091e-03 -7.63818473e+00 -2.66134967e+01]	-0.5183905356169913	1.9580740928649905	24	0	0
13	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 2.33105008e-02 -1.41634490e+01 -5.12588160e+01]	-0.3455588121588203	0.4837260246276855	20	0	0
14	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[  0.0503568  -26.44805475 -29.21208567]	-0.5856740044666313	1.1689839363098145	50	0	0
15	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[-0.02846166  5.73566552 -6.96080645]	-0.8180275863858035	29.26026725769043	50	0	0
16	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 1.67160179e-02 -1.46129279e+01 -2.53312250e+01]	-0.5278822424082351	1.4015767574310305	31	0	0
17	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 2.75366320e-02 -1.15079265e+01 -4.31614580e+01]	-0.3478093722647704	0.6719024181365967	19	0	0
18	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[  0.05358416 -16.52559828 -26.00986975]	-0.5798988369009526	0.8213162422180176	25	0	0
19	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[  0.09725034 -48.56671489  22.84802166]	-0.8096971200918048	13.372992753982544	19	0	0
20	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[  0.02736338 -18.05397528 -24.95307077]	-0.5378862730680202	1.880279302597046	19	0	0
21	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 1.87853120e-02 -8.47122269e+00 -4.92410447e+01]	-0.3424844912816213	0.7089991569519043	22	0	0
22	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[ 2.91947052e-02 -2.43202471e+01 -3.22387458e+01]	-0.5669172366513984	0.8880045413970947	19	0	0
23	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ -0.05613782  13.06436304 -16.29816951]	-0.8128896166976389	15.350867748260498	19	0	0
24	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 1.16546290e-02 -2.26252009e+01 -2.64506137e+01]	-0.5401372197808583	2.773157358169556	36	0	0
25	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 3.88222612e-02 -1.15924550e+01 -5.03402722e+01]	-0.3466628145640537	0.7280020713806152	19	0	0
26	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[  0.02988868 -28.22404022 -28.49815565]	-0.5866212897448446	0.9252269268035888	24	0	0
27	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[3.91583281e-04 1.41334839e+01 1.09064918e+01]	-0.8165486617255229	16.755871534347534	27	0	0
28	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 2.51815007e-02 -2.61669213e+01 -2.31926489e+01]	-0.5370057000514865	1.8553798198699951	37	0	0
29	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 3.02435474e-02 -4.20563306e+01 -5.35330457e+01]	-0.3430799528564965	0.5629942417144775	27	0	0
30	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[ 3.20607633e-02 -2.45466728e+01 -3.58565808e+01]	-0.5696280129526791	0.7171478271484375	19	0	0
31	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ -0.04217074  -1.96818005 -22.08174287]	-0.80973537557378	18.06056928634644	29	0	0
32	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 1.62994306e-02 -1.92792765e+01 -2.51178504e+01]	-0.5402286138698599	1.307466983795166	19	0	0
33	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[  0.05485433 -32.05990086 -50.99833518]	-0.3506986167870576	0.5711164474487305	30	0	0
34	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[ 3.17176997e-02 -3.22603736e+01 -2.26187051e+01]	-0.5716275592164003	0.6244714260101318	19	0	0
35	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ -0.03391211   9.1986645  -19.4295133 ]	-0.8117117123139606	14.540294885635376	21	0	0
36	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	JointHistogramMutualInformation	[ 1.94796835e-02 -1.38577601e+01 -2.32521158e+01]	-0.5305088647882517	1.88024377822876	48	0	0
37	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	MattesMutualInformation	[ 2.77703222e-02 -1.31950789e+01 -5.16464354e+01]	-0.3526990352072467	0.5426955223083496	20	0	0
38	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	Correlation	[ 7.39698855e-04 -3.24547958e+01 -2.80348689e+01]	-0.5698966144116896	0.5761220455169678	19	0	0
39	Par2_dcm/DRR.270.png	Par2_dcm/CR.270.png	ANTSNeighborhoodCorrelation	[ -0.05411912  13.26839303 -15.75976878]	-0.8140063309111211	13.934242010116575	21	0	0
