	imagem_fixa	imagem_em_movimento	nome_da_metrica	vetor_de_deslocamento	valor_final_da_metrica	tempo_total_registro	numero_de_interacoes	deslocamento_inicial_x	deslocamento_inicial_y
0	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 28.39554341 -25.0186735 ]	-0.8155018949315932	1.1697022914886477	19	-10	-10
1	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	MattesMutualInformation	[ 29.38199852 -26.56548651]	-0.4717745064369592	0.6480004787445068	29	-10	-10
2	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	Correlation	[ 18.60451272 -28.79552346]	-0.6691860486686471	0.4907948970794678	21	-10	-10
3	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[-12.73916792 -16.98010857]	-0.727836428764403	12.272847890853882	19	-10	-10
4	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 26.53955013 -19.96590472]	-0.8065240298771775	1.3516592979431152	19	-10	-10
5	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	MattesMutualInformation	[ 25.61959443 -24.36164419]	-0.4696648112002969	0.437997817993164	20	-10	-10
6	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	Correlation	[ 24.82072144 -28.08818918]	-0.6818857700531928	0.7011687755584717	34	-10	-10
7	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[ 29.31171298 -47.68168893]	-0.703661051333666	12.115683317184448	19	-10	-10
8	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 31.76934425 -23.86778879]	-0.8114905534596041	1.1854097843170166	19	-10	-10
9	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	MattesMutualInformation	[ 31.33906742 -33.55743311]	-0.4622716596609911	0.4437806606292724	19	-10	-10
10	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	Correlation	[ 27.93220849 -29.59507713]	-0.6760958013403388	0.5130014419555664	20	-10	-10
11	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[ -4.95644626 -44.73584099]	-0.7093412268792074	12.707191467285156	19	-10	-10
12	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 23.89160907 -26.96477449]	-0.8226642147497837	1.202347993850708	19	-10	-10
13	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	MattesMutualInformation	[ 29.64017618 -23.66062588]	-0.46712817715784	0.573486328125	28	-10	-10
14	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	Correlation	[ 25.31042376 -28.45328855]	-0.6912688273799465	0.6582808494567871	27	-10	-10
15	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[ -4.71042208 -34.31669814]	-0.718557157480684	13.117119789123535	19	-10	-10
16	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 26.16186741 -23.73656845]	-0.8249477865053996	1.3776941299438477	19	-10	-10
17	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	MattesMutualInformation	[ 27.96583827 -22.07026672]	-0.4683973528125681	0.5023365020751953	20	-10	-10
18	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	Correlation	[ 27.3407699 -27.4073141]	-0.676734102625313	0.5880899429321289	19	-10	-10
19	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[  4.17565641 -37.31031368]	-0.7149881516214243	13.495079517364502	19	-10	-10
20	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 34.3939583  -22.35191013]	-0.8052345152020182	1.327728509902954	19	-10	-10
21	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	MattesMutualInformation	[ 30.87202426 -31.43693121]	-0.4614718275174671	0.4827382564544678	19	-10	-10
22	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	Correlation	[ 25.07449383 -27.1987641 ]	-0.6882080900788264	0.7290091514587402	29	-10	-10
23	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[-10.67796626 -18.91788906]	-0.7288526820997614	13.06811809539795	19	-10	-10
24	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 39.96376378 -19.35474519]	-0.7747780793623671	1.3604435920715332	19	-10	-10
25	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	MattesMutualInformation	[ 31.28999149 -28.70231347]	-0.4624520035925785	0.5624997615814209	28	-10	-10
26	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	Correlation	[ 25.05298746 -28.48644384]	-0.6804746721138502	0.6406240463256836	23	-10	-10
27	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	ANTSNeighborhoodCorrelation	[ 30.26753806 -47.21240289]	-0.6971313123548603	13.44856095314026	19	-10	-10
28	Par2_dcm/DRR.0.png	Par2_dcm/CR.0.png	JointHistogramMutualInformation	[ 29.7051493  -23.09487289]	-0.8095225430153431	1.4085664749145508	22	-10	-10
